schwebung 39.2cm
26.908 -2.425 -0.382
26.933 -2.558 -0.041
26.958 -2.647 0.274
26.983 -2.669 0.615
27.008 -2.780 0.906
27.033 -2.847 1.271
27.058 -2.847 1.587
27.083 -2.891 1.975
27.108 -2.936 2.267
27.133 -2.914 2.583
27.158 -2.803 2.874
27.183 -2.736 3.166
27.208 -2.647 3.409
27.233 -2.581 3.603
27.258 -2.403 3.822
27.283 -2.225 3.992
27.308 -2.070 4.162
27.333 -1.892 4.260
27.358 -1.693 4.357
27.383 -1.493 4.405
27.408 -1.249 4.430
27.433 -1.093 4.405
27.458 -0.871 4.405
27.483 -0.627 4.308
27.508 -0.338 4.211
27.533 -0.161 4.090
27.558 0.039 3.895
27.583 0.217 3.822
27.608 0.461 3.603
27.633 0.661 3.385
27.658 0.816 3.166
27.683 0.949 2.972
27.708 1.082 2.704
27.733 1.171 2.486
27.758 1.193 2.218
27.783 1.238 2.024
27.808 1.327 1.732
27.833 1.349 1.514
27.858 1.282 1.271
27.883 1.171 1.052
27.908 1.127 0.882
27.933 0.971 0.736
27.958 0.883 0.566
27.983 0.749 0.445
28.008 0.616 0.274
28.033 0.328 0.201
28.058 0.194 0.080
28.083 -0.094 0.056
28.108 -0.272 -0.017
28.133 -0.538 -0.017
28.158 -0.805 -0.041
28.183 -1.071 0.007
28.208 -1.293 0.056
28.233 -1.582 0.104
28.258 -1.848 0.129
28.283 -2.092 0.274
28.308 -2.314 0.372
28.333 -2.536 0.493
28.358 -2.714 0.615
28.383 -2.936 0.736
28.408 -3.069 0.858
28.433 -3.291 1.052
28.458 -3.402 1.198
28.483 -3.424 1.319
28.508 -3.513 1.489
28.533 -3.535 1.587
28.558 -3.513 1.708
28.583 -3.491 1.854
28.608 -3.446 1.951
28.633 -3.380 2.073
28.658 -3.269 2.194
28.683 -3.180 2.291
28.708 -3.025 2.316
28.733 -2.847 2.340
28.758 -2.625 2.364
28.783 -2.470 2.413
28.808 -2.225 2.389
28.833 -1.892 2.437
28.858 -1.648 2.437
28.883 -1.404 2.413
28.908 -1.160 2.389
28.933 -0.871 2.340
28.958 -0.583 2.316
28.983 -0.294 2.243
29.008 0.017 2.218
29.033 0.194 2.218
29.058 0.439 2.121
29.083 0.661 2.097
29.108 0.905 2.000
29.133 1.082 1.927
29.158 1.238 1.878
29.183 1.393 1.927
29.208 1.504 1.830
29.233 1.549 1.805
29.258 1.593 1.805
29.283 1.660 1.805
29.308 1.682 1.781
29.333 1.615 1.781
29.358 1.482 1.757
29.383 1.482 1.805
29.408 1.349 1.854
29.433 1.149 1.878
29.458 1.038 1.927
29.483 0.794 1.927
29.508 0.550 1.902
29.533 0.328 1.975
29.558 0.083 2.024
29.583 -0.094 2.048
29.608 -0.427 2.121
29.633 -0.649 2.170
29.658 -0.960 2.145
29.683 -1.271 2.218
29.708 -1.537 2.243
29.733 -1.848 2.267
29.758 -2.070 2.267
29.783 -2.336 2.243
29.808 -2.558 2.243
29.833 -2.736 2.194
29.858 -2.936 2.097
29.883 -3.136 2.121
29.908 -3.202 2.097
29.933 -3.335 2.048
29.958 -3.424 1.975
29.983 -3.491 1.854
30.008 -3.602 1.757
30.033 -3.535 1.659
30.058 -3.513 1.538
30.083 -3.469 1.392
30.108 -3.358 1.295
30.133 -3.224 1.149
30.158 -3.158 1.076
30.183 -3.025 0.955
30.208 -2.847 0.809
30.233 -2.625 0.663
30.258 -2.447 0.615
30.283 -2.203 0.493
30.308 -1.959 0.469
30.333 -1.781 0.347
30.358 -1.493 0.250
30.383 -1.226 0.226
30.408 -0.893 0.153
30.433 -0.627 0.153
30.458 -0.427 0.177
30.483 -0.161 0.201
30.508 0.039 0.226
30.533 0.328 0.299
30.558 0.461 0.372
30.583 0.661 0.517
30.608 0.816 0.590
30.633 0.949 0.760
30.658 1.060 0.930
30.683 1.238 1.028
30.708 1.282 1.246
30.733 1.327 1.465
30.758 1.327 1.684
30.783 1.327 1.854
30.808 1.304 2.073
30.833 1.238 2.340
30.858 1.127 2.559
30.883 1.016 2.729
30.908 0.927 2.996
30.933 0.794 3.190
30.958 0.572 3.409
30.983 0.394 3.555
31.008 0.150 3.701
31.033 -0.005 3.871
31.058 -0.272 3.968
31.083 -0.494 4.065
31.108 -0.671 4.211
31.133 -0.916 4.260
31.158 -1.138 4.284
31.183 -1.404 4.284
31.208 -1.648 4.162
31.233 -1.848 4.114
31.258 -2.048 4.065
31.283 -2.203 3.919
31.308 -2.359 3.749
31.333 -2.514 3.603
31.358 -2.625 3.385
31.383 -2.647 3.215
31.408 -2.847 2.972
31.433 -2.869 2.607
31.458 -2.980 2.389
31.483 -2.958 2.048
31.508 -3.002 1.684
31.533 -2.958 1.441
31.558 -2.914 1.076
31.583 -2.825 0.760
31.608 -2.736 0.445
31.633 -2.603 0.153
31.658 -2.492 -0.090
31.683 -2.359 -0.406
31.708 -2.225 -0.600
31.733 -2.048 -0.868
31.758 -1.937 -1.086
31.783 -1.781 -1.305
31.808 -1.537 -1.378
31.833 -1.382 -1.499
31.858 -1.226 -1.548
31.883 -1.049 -1.597
31.908 -0.893 -1.548
31.933 -0.671 -1.524
31.958 -0.516 -1.499
31.983 -0.338 -1.402
32.008 -0.227 -1.232
32.033 -0.094 -1.013
32.058 0.061 -0.795
32.083 0.128 -0.576
32.108 0.194 -0.309
32.133 0.328 0.007
32.158 0.394 0.372
32.183 0.461 0.712
32.208 0.416 1.052
32.233 0.394 1.392
32.258 0.439 1.830
32.283 0.394 2.243
32.308 0.328 2.631
32.333 0.283 2.972
32.358 0.194 3.361
32.383 0.150 3.652
32.408 0.039 4.065
32.433 -0.028 4.357
32.458 -0.161 4.600
32.483 -0.294 4.867
32.508 -0.427 5.134
32.533 -0.538 5.280
32.558 -0.671 5.426
32.583 -0.782 5.572
32.608 -0.960 5.620
32.633 -1.093 5.645
32.658 -1.226 5.645
32.683 -1.293 5.547
32.708 -1.404 5.450
32.733 -1.537 5.280
32.758 -1.604 5.110
32.783 -1.648 4.843
32.808 -1.737 4.600
32.833 -1.781 4.284
32.858 -1.804 3.944
32.883 -1.804 3.603
32.908 -1.848 3.190
32.933 -1.892 2.753
32.958 -1.959 2.364
32.983 -1.870 1.927
33.008 -1.870 1.465
33.033 -1.804 1.003
33.058 -1.781 0.639
33.083 -1.693 0.250
33.108 -1.670 -0.187
33.133 -1.582 -0.649
33.158 -1.604 -0.941
33.183 -1.515 -1.232
33.208 -1.426 -1.548
33.233 -1.360 -1.864
33.258 -1.293 -2.034
33.283 -1.204 -2.301
33.308 -1.160 -2.447
33.333 -1.071 -2.544
33.358 -1.049 -2.471
33.383 -0.982 -2.496
33.408 -0.982 -2.471
33.433 -0.871 -2.423
33.458 -0.827 -2.228
33.483 -0.827 -2.034
33.508 -0.827 -1.767
33.533 -0.805 -1.548
33.558 -0.782 -1.232
33.583 -0.738 -0.916
33.608 -0.782 -0.479
33.633 -0.738 -0.066
33.658 -0.738 0.372
33.683 -0.738 0.712
33.708 -0.782 1.198
33.733 -0.782 1.684
33.758 -0.849 2.170
33.783 -0.893 2.534
33.808 -0.938 3.045
33.833 -0.916 3.458
33.858 -0.938 3.846
33.883 -0.916 4.260
33.908 -1.027 4.575
33.933 -1.004 4.916
33.958 -1.027 5.207
33.983 -1.004 5.475
34.008 -1.049 5.718
34.033 -1.071 5.863
34.058 -1.049 6.009
34.083 -1.049 6.009
34.108 -1.027 6.058
34.133 -1.027 6.034
34.158 -0.960 5.936
34.183 -0.982 5.815
34.208 -0.893 5.718
34.233 -0.938 5.426
34.258 -0.916 5.232
34.283 -0.827 4.916
34.308 -0.827 4.575
34.333 -0.716 4.235
34.358 -0.738 3.822
34.383 -0.671 3.385
34.408 -0.671 3.045
34.433 -0.583 2.534
34.458 -0.583 2.073
34.483 -0.516 1.611
34.508 -0.538 1.198
34.533 -0.538 0.712
34.558 -0.516 0.347
34.583 -0.538 -0.114
34.608 -0.583 -0.479
34.633 -0.516 -0.892
34.658 -0.538 -1.159
34.683 -0.605 -1.499
34.708 -0.649 -1.718
34.733 -0.671 -1.985
34.758 -0.760 -2.156
34.783 -0.782 -2.301
34.808 -0.916 -2.350
34.833 -0.982 -2.423
34.858 -1.049 -2.399
34.883 -1.115 -2.350
34.908 -1.293 -2.253
34.933 -1.315 -2.131
34.958 -1.404 -1.888
34.983 -1.493 -1.718
35.008 -1.626 -1.475
35.033 -1.670 -1.135
35.058 -1.804 -0.843
35.083 -1.848 -0.479
35.108 -1.937 -0.066
35.133 -1.892 0.250
35.158 -1.959 0.663
35.183 -2.003 1.101
35.208 -2.092 1.562
35.233 -2.114 1.927
35.258 -2.159 2.340
35.283 -2.114 2.704
35.308 -2.092 3.117
35.333 -2.026 3.506
35.358 -2.003 3.822
35.383 -1.981 4.187
35.408 -1.892 4.454
35.433 -1.781 4.624
35.458 -1.737 4.891
35.483 -1.582 5.110
35.508 -1.515 5.280
35.533 -1.382 5.329
35.558 -1.204 5.426
35.583 -1.027 5.426
35.608 -0.960 5.402
35.633 -0.782 5.280
35.658 -0.627 5.207
35.683 -0.472 5.037
35.708 -0.338 4.940
35.733 -0.183 4.697
35.758 -0.094 4.454
35.783 0.061 4.138
35.808 0.194 3.846
35.833 0.283 3.555
35.858 0.416 3.239
35.883 0.483 2.874
35.908 0.527 2.559
35.933 0.594 2.145
35.958 0.572 1.830
35.983 0.616 1.465
36.008 0.638 1.101
36.033 0.616 0.785
36.058 0.594 0.493
36.083 0.483 0.153
36.108 0.372 -0.139
36.133 0.283 -0.406
36.158 0.106 -0.625
36.183 0.039 -0.819
36.208 -0.116 -0.941
36.233 -0.316 -1.111
36.258 -0.494 -1.159
36.283 -0.649 -1.281
36.308 -0.849 -1.256
36.333 -1.027 -1.329
36.358 -1.249 -1.232
36.383 -1.426 -1.184
36.408 -1.648 -1.062
36.433 -1.804 -0.916
36.458 -2.003 -0.770
36.483 -2.181 -0.552
36.508 -2.359 -0.382
36.533 -2.514 -0.187
36.558 -2.603 0.056
36.583 -2.780 0.323
36.608 -2.891 0.639
36.633 -2.958 0.882
36.658 -3.002 1.198
36.683 -3.002 1.465
36.708 -3.047 1.805
36.733 -3.047 2.024
36.758 -3.002 2.291
36.783 -2.891 2.486
36.808 -2.936 2.704
36.833 -2.825 2.874
36.858 -2.692 3.166
36.883 -2.603 3.288
36.908 -2.425 3.482
36.933 -2.181 3.603
36.958 -2.003 3.701
36.983 -1.826 3.774
37.008 -1.626 3.871
37.033 -1.337 3.846
37.058 -1.160 3.895
37.083 -0.849 3.846
37.108 -0.649 3.774
37.133 -0.449 3.725
37.158 -0.227 3.628
37.183 0.039 3.579
37.208 0.239 3.409
37.233 0.483 3.263
37.258 0.616 3.142
37.283 0.816 2.899
37.308 0.971 2.753
37.333 1.082 2.534
37.358 1.171 2.413
37.383 1.282 2.170
37.408 1.327 2.048
37.433 1.393 1.902
37.458 1.349 1.708
37.483 1.393 1.514
37.508 1.282 1.319
37.533 1.193 1.198
37.558 1.149 1.101
37.583 0.994 0.979
37.608 0.883 0.882
37.633 0.749 0.760
37.658 0.505 0.712
37.683 0.261 0.639
37.708 -0.028 0.615
37.733 -0.227 0.566
37.758 -0.449 0.590
37.783 -0.671 0.590
37.808 -0.938 0.639
37.833 -1.226 0.639
37.858 -1.537 0.639
37.883 -1.715 0.687
37.908 -1.959 0.858
37.933 -2.159 0.858
37.958 -2.492 0.930
37.983 -2.736 0.979
38.008 -2.914 1.101
38.033 -3.025 1.173
38.058 -3.180 1.295
38.083 -3.313 1.368
38.108 -3.358 1.416
38.133 -3.469 1.514
38.158 -3.491 1.562
38.183 -3.535 1.635
38.208 -3.535 1.732
38.233 -3.469 1.781
38.258 -3.469 1.878
38.283 -3.335 1.830
38.308 -3.247 1.927
38.333 -3.047 1.878
38.358 -2.914 1.927
38.383 -2.736 1.902
38.408 -2.558 1.902
38.433 -2.292 1.854
38.458 -2.070 1.854
38.483 -1.804 1.854
38.508 -1.537 1.854
38.533 -1.249 1.757
38.558 -1.004 1.732
38.583 -0.694 1.708
38.608 -0.449 1.684
38.633 -0.205 1.659
38.658 0.039 1.659
38.683 0.350 1.635
38.708 0.527 1.659
38.733 0.727 1.635
38.758 0.971 1.659
38.783 1.127 1.611
38.808 1.216 1.659
38.833 1.371 1.659
38.858 1.504 1.732
38.883 1.549 1.708
38.908 1.504 1.805
38.933 1.549 1.854
38.958 1.482 1.927
38.983 1.482 1.927
39.008 1.393 2.024
39.033 1.260 2.073
39.058 1.127 2.145
39.083 1.016 2.170
39.108 0.772 2.340
39.133 0.594 2.389
39.158 0.394 2.510
39.183 0.172 2.486
39.208 -0.072 2.559
39.233 -0.338 2.680
39.258 -0.627 2.704
39.283 -0.827 2.704
39.308 -1.115 2.753
39.333 -1.360 2.777
39.358 -1.648 2.826
39.383 -1.870 2.753
39.408 -2.159 2.729
39.433 -2.336 2.680
39.458 -2.581 2.704
39.483 -2.825 2.583
39.508 -2.958 2.510
39.533 -3.047 2.437
39.558 -3.136 2.291
39.583 -3.247 2.194
39.608 -3.358 2.000
39.633 -3.424 1.902
39.658 -3.402 1.732
39.683 -3.380 1.611
39.708 -3.402 1.441
39.733 -3.269 1.222
39.758 -3.180 1.076
39.783 -3.091 0.858
39.808 -2.936 0.736
39.833 -2.803 0.517
39.858 -2.625 0.420
39.883 -2.425 0.226
39.908 -2.203 0.080
39.933 -2.003 -0.017
39.958 -1.759 -0.090
39.983 -1.537 -0.212
40.008 -1.337 -0.284
40.033 -1.071 -0.309
40.058 -0.893 -0.333
40.083 -0.627 -0.357
40.108 -0.405 -0.284
40.133 -0.139 -0.284
40.158 0.039 -0.114
40.183 0.239 -0.066
40.208 0.461 0.129
40.233 0.572 0.250
40.258 0.683 0.372
40.283 0.816 0.590
40.308 0.927 0.858
40.333 1.038 1.028
40.358 1.060 1.319
40.383 1.082 1.514
40.408 1.105 1.757
40.433 1.038 2.024
40.458 1.016 2.316
40.483 0.927 2.583
40.508 0.883 2.850
40.533 0.749 3.045
40.558 0.661 3.361
40.583 0.505 3.555
40.608 0.305 3.822
40.633 0.194 3.992
40.658 -0.005 4.187
40.683 -0.227 4.308
40.708 -0.472 4.430
40.733 -0.627 4.503
40.758 -0.871 4.600
40.783 -1.049 4.624
40.808 -1.271 4.624
40.833 -1.448 4.624
40.858 -1.648 4.551
40.883 -1.826 4.454
40.908 -1.937 4.357
40.933 -2.092 4.187
40.958 -2.225 3.992
40.983 -2.359 3.701
41.008 -2.447 3.458
41.033 -2.470 3.190
41.058 -2.647 2.947
41.083 -2.625 2.607
41.108 -2.669 2.291
41.133 -2.714 1.927
41.158 -2.669 1.587
41.183 -2.581 1.198
41.208 -2.558 0.882
41.233 -2.514 0.469
41.258 -2.425 0.153
41.283 -2.336 -0.114
41.308 -2.270 -0.382
41.333 -2.092 -0.722
41.358 -1.981 -0.965
41.383 -1.804 -1.208
41.408 -1.670 -1.451
41.433 -1.537 -1.621
41.458 -1.404 -1.694
41.483 -1.271 -1.840
41.508 -1.182 -1.815
41.533 -0.960 -1.840
41.558 -0.827 -1.815
41.583 -0.694 -1.791
41.608 -0.605 -1.718
41.633 -0.449 -1.548
41.658 -0.361 -1.329
41.687 -0.227 -1.038
41.712 -0.116 -0.795
41.737 -0.028 -0.503
41.762 -0.050 -0.212
41.787 -0.005 0.104
41.812 0.061 0.469
41.837 0.061 0.906
41.862 0.083 1.295
41.887 0.083 1.757
41.912 0.061 2.145
41.937 -0.005 2.534
41.962 -0.028 2.923
41.987 -0.050 3.215
42.012 -0.139 3.628
42.037 -0.205 3.968
42.062 -0.294 4.308
42.087 -0.316 4.600
42.112 -0.449 4.916
42.137 -0.538 5.134
42.162 -0.649 5.377
42.187 -0.738 5.523
42.212 -0.849 5.645
42.237 -0.938 5.669
42.262 -1.004 5.718
42.287 -1.093 5.766
42.312 -1.204 5.693
42.337 -1.226 5.596
42.362 -1.360 5.450
42.387 -1.382 5.256
42.412 -1.404 5.013
42.437 -1.471 4.721
42.462 -1.537 4.430
42.487 -1.537 4.090
42.512 -1.559 3.774
42.537 -1.537 3.385
42.562 -1.537 2.947
42.587 -1.515 2.534
42.612 -1.471 2.097
42.637 -1.448 1.684
42.662 -1.493 1.222
42.687 -1.426 0.809
42.712 -1.404 0.347
42.737 -1.337 -0.114
42.762 -1.337 -0.479
42.787 -1.271 -0.843
42.812 -1.315 -1.184
42.837 -1.226 -1.499
42.862 -1.204 -1.767
42.887 -1.160 -2.010
42.912 -1.160 -2.228
42.937 -1.115 -2.350
42.962 -1.093 -2.471
42.987 -1.027 -2.544
43.012 -1.049 -2.520
43.037 -1.049 -2.544
43.062 -0.982 -2.399
43.087 -0.982 -2.301
43.112 -0.982 -2.083
43.137 -1.004 -1.913
43.162 -1.004 -1.621
43.187 -1.049 -1.354
43.212 -1.071 -0.989
43.237 -1.027 -0.625
43.262 -1.071 -0.212
43.287 -1.160 0.129
43.312 -1.138 0.566
43.337 -1.160 1.003
43.362 -1.115 1.514
43.387 -1.249 1.951
43.412 -1.204 2.413
43.437 -1.226 2.802
43.462 -1.226 3.239
43.487 -1.204 3.628
43.514 -1.249 4.041
43.539 -1.249 4.405
43.564 -1.249 4.697
43.589 -1.204 5.061
43.614 -1.226 5.256
43.639 -1.160 5.523
43.664 -1.093 5.693
43.689 -1.093 5.766
43.714 -1.004 5.839
43.739 -1.027 5.863
43.764 -0.982 5.863
43.789 -0.938 5.766
43.814 -0.893 5.693
43.839 -0.849 5.523
43.864 -0.716 5.329
43.889 -0.694 5.110
43.914 -0.605 4.818
43.939 -0.560 4.600
43.964 -0.449 4.235
43.989 -0.405 3.895
44.014 -0.383 3.458
44.039 -0.361 3.093
44.064 -0.294 2.680
44.089 -0.272 2.170
44.114 -0.250 1.757
44.139 -0.272 1.392
44.164 -0.205 0.930
44.189 -0.205 0.590
44.214 -0.250 0.129
44.239 -0.294 -0.187
44.264 -0.272 -0.552
44.289 -0.361 -0.892
44.314 -0.405 -1.208
44.339 -0.449 -1.427
44.364 -0.538 -1.645
44.392 -0.694 -1.767
44.417 -0.782 -1.985
44.442 -0.827 -2.058
44.467 -0.960 -2.107
44.492 -1.093 -2.058
44.517 -1.138 -2.034
44.542 -1.249 -1.937
44.567 -1.360 -1.840
44.592 -1.537 -1.694
44.617 -1.648 -1.524
44.642 -1.781 -1.256
44.667 -1.892 -1.013
44.692 -1.959 -0.722
44.717 -2.026 -0.382
44.742 -2.137 -0.041
44.767 -2.203 0.323
44.792 -2.248 0.663
44.817 -2.292 1.101
44.842 -2.381 1.416
44.867 -2.381 1.708
44.892 -2.359 2.194
44.917 -2.314 2.534
44.942 -2.336 2.899
44.967 -2.314 3.215
44.992 -2.225 3.579
45.017 -2.159 3.871
45.042 -2.092 4.090
45.067 -1.937 4.332
45.092 -1.804 4.527
45.117 -1.737 4.673
45.142 -1.604 4.794
45.167 -1.382 4.891
45.192 -1.271 4.891
45.217 -1.115 4.989
45.242 -0.938 4.940
45.267 -0.760 4.916
45.292 -0.583 4.794
45.317 -0.427 4.697
45.342 -0.294 4.527
45.367 -0.072 4.332
45.392 0.039 4.114
45.417 0.194 3.919
45.442 0.350 3.676
45.467 0.505 3.385
45.492 0.616 3.117
45.517 0.705 2.826
45.542 0.772 2.534
45.567 0.816 2.194
45.592 0.794 1.902
45.617 0.816 1.538
45.642 0.816 1.271
45.667 0.794 1.003
45.692 0.683 0.712
45.717 0.638 0.469
45.742 0.594 0.226
45.767 0.439 0.007
45.792 0.328 -0.187
45.817 0.194 -0.309
45.842 -0.005 -0.479
45.867 -0.183 -0.600
45.892 -0.427 -0.698
45.917 -0.583 -0.722
45.942 -0.805 -0.795
45.967 -1.004 -0.795
45.992 -1.249 -0.746
46.017 -1.471 -0.698
46.042 -1.648 -0.600
46.067 -1.848 -0.503
46.092 -2.092 -0.284
46.117 -2.248 -0.187
46.142 -2.403 -0.017
46.167 -2.581 0.153
46.192 -2.758 0.347
46.217 -2.869 0.542
46.242 -3.025 0.809
46.267 -3.091 1.028
46.292 -3.180 1.222
46.317 -3.180 1.465
46.342 -3.247 1.708
46.367 -3.158 1.878
46.392 -3.136 2.097
46.417 -3.091 2.291
46.442 -3.002 2.486
46.467 -2.936 2.631
46.492 -2.869 2.777
46.517 -2.669 2.874
46.542 -2.536 2.996
46.567 -2.292 3.069
46.592 -2.137 3.166
46.617 -1.892 3.239
46.642 -1.670 3.288
46.667 -1.426 3.288
46.692 -1.204 3.288
46.717 -0.938 3.288
46.742 -0.694 3.263
46.767 -0.472 3.142
46.792 -0.272 3.166
46.817 0.039 3.045
46.842 0.261 2.947
46.867 0.483 2.850
46.892 0.661 2.704
46.917 0.838 2.607
46.942 1.016 2.534
46.967 1.171 2.364
46.992 1.260 2.243
47.017 1.304 2.097
47.042 1.371 1.975
47.067 1.460 1.854
47.092 1.460 1.757
47.117 1.415 1.635
47.142 1.393 1.635
47.167 1.304 1.489
47.192 1.216 1.392
47.217 1.060 1.344
47.242 0.905 1.295
47.267 0.727 1.271
47.292 0.527 1.198
47.317 0.350 1.149
47.342 0.106 1.173
47.367 -0.139 1.149
47.392 -0.405 1.198
47.417 -0.649 1.173
47.442 -0.871 1.222
47.467 -1.160 1.173
47.492 -1.448 1.222
47.517 -1.715 1.319
47.542 -1.959 1.319
47.567 -2.181 1.392
47.592 -2.381 1.392
47.617 -2.603 1.465
47.642 -2.825 1.489
47.667 -3.002 1.514
47.692 -3.136 1.538
47.717 -3.247 1.587
47.742 -3.291 1.635
47.767 -3.402 1.635
47.792 -3.491 1.708
47.817 -3.491 1.684
47.842 -3.469 1.708
47.867 -3.491 1.635
47.892 -3.446 1.611
47.917 -3.291 1.538
47.942 -3.224 1.587
47.967 -3.047 1.514
47.992 -2.914 1.538
48.017 -2.714 1.489
48.042 -2.558 1.441
48.067 -2.270 1.392
48.092 -2.092 1.344
48.117 -1.804 1.295
48.142 -1.537 1.271
48.167 -1.315 1.198
48.192 -1.027 1.222
48.217 -0.738 1.173
48.242 -0.516 1.149
48.267 -0.250 1.125
48.292 -0.028 1.125
48.317 0.239 1.173
48.342 0.372 1.198
48.367 0.661 1.198
48.392 0.794 1.271
48.417 0.994 1.295
48.442 1.127 1.392
48.467 1.260 1.441
48.492 1.327 1.562
48.517 1.393 1.611
48.542 1.371 1.708
48.567 1.393 1.854
48.592 1.393 2.000
48.617 1.349 2.097
48.642 1.304 2.243
48.667 1.193 2.340
48.692 1.038 2.461
48.717 0.905 2.534
48.742 0.727 2.680
48.767 0.594 2.826
48.792 0.372 2.947
48.817 0.150 2.996
48.842 -0.072 3.069
48.867 -0.361 3.142
48.892 -0.605 3.190
48.917 -0.827 3.263
48.942 -1.138 3.263
48.967 -1.337 3.239
48.992 -1.537 3.312
49.017 -1.737 3.288
49.042 -2.026 3.215
49.067 -2.248 3.166
49.092 -2.425 3.069
49.117 -2.536 2.947
49.142 -2.736 2.850
49.167 -2.914 2.704
49.192 -2.980 2.583
49.217 -3.047 2.389
49.242 -3.180 2.170
49.267 -3.180 2.024
49.292 -3.180 1.805
49.317 -3.136 1.538
49.342 -3.136 1.344
49.367 -3.091 1.076
49.392 -3.047 0.858
49.417 -2.914 0.639
49.442 -2.825 0.493
49.467 -2.647 0.274
49.492 -2.536 0.056
49.517 -2.359 -0.041
49.542 -2.114 -0.260
49.567 -1.937 -0.430
49.592 -1.759 -0.552
49.617 -1.559 -0.625
49.642 -1.315 -0.722
49.667 -1.071 -0.746
49.692 -0.893 -0.746
49.717 -0.649 -0.722
49.742 -0.494 -0.649
49.767 -0.316 -0.625
49.792 -0.183 -0.503
49.817 0.061 -0.382
49.842 0.217 -0.212
49.867 0.350 -0.090
49.892 0.461 0.177
49.917 0.594 0.372
49.942 0.705 0.663
49.967 0.705 0.906
49.992 0.772 1.222
50.017 0.816 1.392
50.042 0.838 1.757
50.067 0.772 2.073
50.092 0.749 2.340
50.117 0.727 2.631
50.142 0.572 2.996
50.167 0.550 3.215
50.192 0.416 3.531
50.217 0.283 3.774
50.242 0.172 4.041
50.267 -0.005 4.260
50.292 -0.205 4.405
50.317 -0.361 4.600
50.342 -0.494 4.746
50.367 -0.671 4.867
50.392 -0.849 4.891
50.417 -1.004 4.940
50.442 -1.182 4.940
50.467 -1.360 4.916
50.492 -1.471 4.891
50.517 -1.604 4.746
50.542 -1.804 4.600
50.567 -1.892 4.405
50.592 -2.026 4.187
50.617 -2.114 3.968
50.642 -2.225 3.652
50.667 -2.292 3.361
50.692 -2.336 3.045
50.717 -2.292 2.729
50.742 -2.336 2.437
50.767 -2.336 2.073
50.792 -2.336 1.659
50.817 -2.270 1.222
50.842 -2.270 0.882
50.867 -2.203 0.493
50.892 -2.114 0.129
50.917 -2.070 -0.187
50.942 -2.003 -0.527
50.967 -1.915 -0.819
50.992 -1.804 -1.013
51.017 -1.693 -1.329
51.042 -1.626 -1.548
51.067 -1.426 -1.742
51.092 -1.360 -1.791
51.117 -1.226 -1.985
51.142 -1.071 -2.010
51.167 -0.982 -2.058
51.192 -0.916 -1.985
51.217 -0.849 -1.913
51.242 -0.716 -1.815
51.267 -0.605 -1.694
51.292 -0.516 -1.499
51.317 -0.472 -1.305
51.342 -0.405 -0.989
51.367 -0.383 -0.722
51.392 -0.338 -0.382
51.417 -0.316 -0.041
51.442 -0.294 0.323
51.467 -0.161 0.712
51.492 -0.205 1.173
51.517 -0.227 1.514
51.542 -0.294 1.878
51.567 -0.294 2.340
51.592 -0.338 2.826
51.617 -0.338 3.190
51.642 -0.472 3.555
51.667 -0.472 3.944
51.692 -0.516 4.284
51.717 -0.583 4.575
51.742 -0.627 4.916
51.767 -0.694 5.159
51.792 -0.805 5.353
51.817 -0.849 5.547
51.842 -0.871 5.693
51.867 -0.938 5.766
51.892 -1.049 5.839
51.917 -1.049 5.790
51.942 -1.115 5.742
51.967 -1.160 5.596
51.992 -1.226 5.475
52.017 -1.204 5.304
52.042 -1.226 5.159
52.067 -1.204 4.818
52.092 -1.204 4.575
52.117 -1.182 4.211
52.142 -1.204 3.846
52.167 -1.182 3.482
52.192 -1.204 3.093
52.217 -1.204 2.656
52.242 -1.204 2.218
52.267 -1.138 1.830
52.292 -1.138 1.368
52.317 -1.138 0.906
52.342 -1.093 0.445
52.367 -1.049 0.056
52.392 -1.093 -0.309
52.417 -1.027 -0.698
52.442 -1.071 -1.062
52.467 -0.982 -1.378
52.492 -0.960 -1.621
52.517 -1.004 -1.815
52.542 -1.004 -2.010
52.567 -0.982 -2.180
52.592 -1.004 -2.301
52.617 -1.027 -2.423
52.642 -1.049 -2.399
52.667 -1.049 -2.399
52.692 -1.182 -2.301
52.717 -1.138 -2.204
52.742 -1.204 -1.985
52.767 -1.204 -1.840
52.792 -1.226 -1.572
52.817 -1.249 -1.354
52.842 -1.293 -0.989
52.867 -1.293 -0.673
52.892 -1.337 -0.309
52.917 -1.382 0.056
52.942 -1.404 0.517
52.967 -1.404 0.906
52.992 -1.448 1.344
53.017 -1.493 1.805
53.042 -1.537 2.243
53.067 -1.537 2.656
53.092 -1.493 3.117
53.117 -1.515 3.433
53.142 -1.471 3.846
53.167 -1.515 4.138
53.192 -1.559 4.478
53.217 -1.426 4.746
53.242 -1.426 5.013
53.267 -1.337 5.207
53.292 -1.293 5.402
53.317 -1.204 5.499
53.342 -1.182 5.547
53.367 -1.027 5.620
53.392 -1.004 5.669
53.417 -0.893 5.596
53.442 -0.805 5.547
53.467 -0.671 5.377
53.492 -0.649 5.183
53.517 -0.494 4.964
53.542 -0.449 4.721
53.567 -0.383 4.430
53.592 -0.294 4.138
53.617 -0.205 3.774
53.642 -0.116 3.458
53.667 -0.050 3.069
53.692 -0.005 2.704
53.717 0.039 2.340
53.742 0.017 1.975
53.767 0.083 1.538
53.792 0.061 1.222
53.817 0.083 0.809
