schwebung 19.2cm
53.710 1.549 1.076
53.735 1.460 1.003
53.760 1.415 0.882
53.785 1.282 0.858
53.810 1.171 0.712
53.835 0.994 0.639
53.860 0.883 0.590
53.885 0.616 0.542
53.910 0.483 0.493
53.935 0.217 0.445
53.960 0.017 0.372
53.985 -0.161 0.347
54.010 -0.405 0.347
54.035 -0.649 0.347
54.060 -0.871 0.250
54.085 -1.093 0.250
54.110 -1.271 0.226
54.135 -1.471 0.274
54.160 -1.670 0.299
54.185 -1.892 0.347
54.210 -2.070 0.323
54.235 -2.248 0.420
54.260 -2.359 0.445
54.285 -2.470 0.469
54.310 -2.581 0.469
54.335 -2.714 0.542
54.360 -2.803 0.590
54.385 -2.825 0.687
54.410 -2.825 0.736
54.435 -2.891 0.809
54.460 -2.869 0.858
54.485 -2.825 0.955
54.510 -2.803 0.979
54.535 -2.736 1.076
54.560 -2.581 1.125
54.585 -2.514 1.198
54.610 -2.425 1.222
54.635 -2.225 1.319
54.660 -2.092 1.344
54.685 -1.892 1.416
54.710 -1.715 1.489
54.735 -1.471 1.562
54.760 -1.271 1.514
54.785 -1.071 1.514
54.810 -0.827 1.562
54.835 -0.627 1.611
54.860 -0.383 1.562
54.885 -0.183 1.635
54.910 0.017 1.538
54.935 0.217 1.562
54.960 0.461 1.587
54.985 0.638 1.611
55.010 0.816 1.562
55.035 0.994 1.587
55.060 1.193 1.538
55.085 1.304 1.562
55.110 1.415 1.489
55.135 1.482 1.465
55.160 1.593 1.392
55.185 1.615 1.344
55.210 1.660 1.271
55.235 1.637 1.344
55.260 1.637 1.319
55.285 1.549 1.246
55.310 1.571 1.125
55.335 1.460 1.173
55.360 1.260 1.052
55.385 1.149 1.003
55.410 1.038 0.979
55.435 0.860 0.979
55.460 0.705 0.955
55.485 0.527 0.930
55.510 0.283 0.858
55.535 0.061 0.882
55.560 -0.072 0.809
55.585 -0.338 0.785
55.610 -0.516 0.736
55.635 -0.760 0.760
55.660 -1.004 0.736
55.685 -1.226 0.785
55.710 -1.448 0.687
55.735 -1.670 0.736
55.760 -1.870 0.663
55.785 -2.048 0.736
55.810 -2.181 0.736
55.835 -2.381 0.760
55.860 -2.470 0.736
55.885 -2.625 0.785
55.910 -2.736 0.736
55.935 -2.803 0.760
55.960 -2.891 0.809
55.985 -2.891 0.833
56.010 -2.914 0.858
56.035 -2.891 0.882
56.060 -2.780 0.858
56.085 -2.825 0.906
56.110 -2.758 0.906
56.135 -2.647 0.930
56.160 -2.558 0.882
56.185 -2.470 0.955
56.210 -2.225 0.979
56.235 -2.114 1.028
56.260 -1.915 0.979
56.285 -1.781 1.003
56.310 -1.582 1.003
56.335 -1.315 1.052
56.360 -1.138 1.076
56.385 -0.893 1.125
56.410 -0.627 1.076
56.435 -0.427 1.101
56.460 -0.205 1.076
56.485 -0.028 1.101
56.510 0.217 1.125
56.535 0.394 1.149
56.560 0.594 1.198
56.585 0.772 1.222
56.610 1.038 1.198
56.635 1.149 1.222
56.660 1.282 1.222
56.685 1.371 1.295
56.710 1.460 1.271
56.735 1.549 1.271
56.760 1.660 1.271
56.785 1.637 1.344
56.810 1.682 1.295
56.835 1.637 1.319
56.860 1.593 1.344
56.885 1.504 1.368
56.910 1.460 1.319
56.935 1.349 1.344
56.960 1.193 1.295
56.985 1.105 1.295
57.010 0.971 1.368
57.035 0.749 1.295
57.060 0.572 1.319
57.085 0.350 1.295
57.110 0.128 1.246
57.135 -0.094 1.271
57.160 -0.294 1.222
57.185 -0.583 1.222
57.210 -0.760 1.198
57.235 -0.938 1.246
57.260 -1.115 1.173
57.285 -1.404 1.101
57.310 -1.626 1.149
57.335 -1.826 1.101
57.360 -1.981 1.101
57.385 -2.181 1.101
57.410 -2.314 1.076
57.435 -2.425 1.052
57.460 -2.536 0.955
57.485 -2.692 0.955
57.510 -2.780 0.858
57.535 -2.825 0.906
57.560 -2.891 0.882
57.585 -2.891 0.785
57.610 -2.847 0.760
57.635 -2.780 0.712
57.660 -2.780 0.736
57.685 -2.714 0.687
57.710 -2.647 0.687
57.735 -2.558 0.687
57.760 -2.447 0.639
57.785 -2.270 0.639
57.810 -2.159 0.566
57.835 -1.937 0.590
57.860 -1.715 0.615
57.885 -1.493 0.615
57.910 -1.315 0.615
57.935 -1.160 0.663
57.960 -0.871 0.663
57.985 -0.671 0.615
58.010 -0.516 0.639
58.035 -0.272 0.687
58.060 0.017 0.760
58.085 0.172 0.736
58.110 0.372 0.736
58.135 0.572 0.760
58.160 0.749 0.809
58.185 0.927 0.906
58.210 1.082 0.955
58.235 1.238 1.003
58.260 1.304 1.028
58.285 1.460 1.125
58.310 1.504 1.173
58.335 1.549 1.222
58.360 1.593 1.222
58.385 1.593 1.319
58.410 1.615 1.392
58.435 1.526 1.392
58.460 1.482 1.441
58.485 1.371 1.465
58.510 1.327 1.538
58.535 1.171 1.514
58.560 1.082 1.611
58.585 0.971 1.611
58.610 0.772 1.684
58.635 0.572 1.732
58.660 0.372 1.708
58.685 0.194 1.732
58.710 -0.072 1.708
58.735 -0.272 1.708
58.760 -0.427 1.635
58.785 -0.694 1.708
58.810 -0.893 1.587
58.835 -1.093 1.635
58.860 -1.315 1.635
58.885 -1.537 1.587
58.910 -1.759 1.489
58.935 -1.937 1.514
58.960 -2.137 1.416
58.985 -2.248 1.368
59.010 -2.425 1.295
59.035 -2.558 1.173
59.060 -2.647 1.125
59.085 -2.780 1.076
59.110 -2.847 1.003
59.135 -2.891 0.930
59.160 -2.869 0.906
59.185 -2.825 0.809
59.210 -2.803 0.639
59.235 -2.780 0.639
59.260 -2.714 0.566
59.285 -2.625 0.542
59.310 -2.536 0.445
59.335 -2.447 0.396
59.360 -2.270 0.396
59.385 -2.159 0.274
59.410 -2.026 0.250
59.435 -1.781 0.226
59.460 -1.604 0.153
59.485 -1.360 0.177
59.510 -1.182 0.177
59.535 -0.960 0.226
59.560 -0.716 0.201
59.585 -0.538 0.226
59.610 -0.338 0.153
59.635 -0.116 0.250
59.660 0.106 0.274
59.685 0.350 0.323
59.710 0.505 0.420
59.735 0.661 0.469
59.760 0.816 0.517
59.785 1.060 0.615
59.810 1.127 0.712
59.835 1.260 0.809
59.860 1.349 0.930
59.885 1.460 1.003
59.910 1.526 1.076
59.935 1.504 1.149
59.960 1.549 1.246
59.985 1.593 1.368
60.010 1.571 1.441
60.035 1.482 1.538
60.060 1.393 1.611
60.085 1.282 1.757
60.110 1.193 1.805
60.135 1.060 1.830
60.160 0.905 1.951
60.185 0.772 1.975
60.210 0.594 2.024
60.235 0.350 2.048
60.260 0.194 2.073
60.285 0.017 2.145
60.310 -0.272 2.097
60.335 -0.449 2.194
60.360 -0.649 2.145
60.385 -0.871 2.097
60.410 -1.115 2.097
60.435 -1.226 2.073
60.460 -1.404 1.975
60.485 -1.626 1.902
60.510 -1.848 1.830
60.535 -2.026 1.732
60.560 -2.114 1.708
60.585 -2.248 1.611
60.610 -2.403 1.489
60.635 -2.536 1.344
60.660 -2.603 1.271
60.685 -2.581 1.149
60.710 -2.758 1.076
60.735 -2.758 0.906
60.760 -2.758 0.785
60.785 -2.669 0.663
60.810 -2.692 0.517
60.835 -2.669 0.420
60.860 -2.581 0.347
60.885 -2.470 0.226
60.910 -2.403 0.104
60.935 -2.270 0.080
60.960 -2.114 -0.066
60.985 -1.981 -0.090
61.010 -1.693 -0.114
61.035 -1.626 -0.114
61.060 -1.426 -0.212
61.085 -1.204 -0.260
61.110 -1.004 -0.236
61.135 -0.782 -0.236
61.160 -0.583 -0.260
61.185 -0.338 -0.187
61.210 -0.161 -0.163
61.235 0.017 -0.090
61.260 0.239 -0.041
61.285 0.394 0.007
61.310 0.572 0.153
61.335 0.749 0.226
61.360 0.927 0.323
61.385 1.038 0.396
61.410 1.216 0.542
61.435 1.238 0.615
61.460 1.327 0.809
61.485 1.393 0.955
61.510 1.393 1.101
61.535 1.482 1.271
61.560 1.393 1.368
61.585 1.415 1.489
61.610 1.349 1.635
61.635 1.349 1.805
61.660 1.260 1.927
61.685 1.127 2.024
61.710 1.016 2.121
61.735 0.860 2.243
61.760 0.727 2.291
61.785 0.594 2.364
61.810 0.416 2.437
61.835 0.150 2.461
61.860 -0.094 2.510
61.885 -0.250 2.534
61.910 -0.361 2.583
61.935 -0.583 2.559
61.960 -0.871 2.534
61.985 -1.027 2.486
62.010 -1.226 2.461
62.035 -1.404 2.364
62.060 -1.626 2.316
62.085 -1.737 2.218
62.110 -1.981 2.121
62.135 -2.092 1.975
62.160 -2.181 1.902
62.185 -2.314 1.781
62.210 -2.425 1.611
62.235 -2.514 1.368
62.260 -2.581 1.222
62.285 -2.603 1.125
62.310 -2.625 0.979
62.335 -2.603 0.785
62.360 -2.625 0.615
62.385 -2.603 0.445
62.410 -2.536 0.347
62.435 -2.470 0.226
62.460 -2.403 0.104
62.485 -2.314 -0.041
62.510 -2.203 -0.139
62.535 -2.092 -0.284
62.560 -1.959 -0.406
62.585 -1.804 -0.503
62.610 -1.582 -0.527
62.635 -1.426 -0.625
62.660 -1.204 -0.600
62.685 -0.982 -0.625
62.710 -0.805 -0.625
62.735 -0.694 -0.600
62.760 -0.427 -0.552
62.785 -0.272 -0.552
62.810 -0.050 -0.455
62.835 0.128 -0.503
62.860 0.305 -0.333
62.885 0.505 -0.212
62.910 0.616 -0.066
62.935 0.838 0.031
62.960 0.949 0.177
62.985 1.038 0.274
63.010 1.105 0.469
63.035 1.193 0.615
63.060 1.238 0.833
63.085 1.282 1.003
63.110 1.282 1.198
63.135 1.327 1.344
63.160 1.327 1.538
63.185 1.327 1.757
63.210 1.193 1.902
63.235 1.171 2.024
63.260 1.105 2.218
63.285 0.971 2.316
63.310 0.772 2.437
63.335 0.661 2.607
63.360 0.483 2.729
63.385 0.394 2.802
63.410 0.150 2.850
63.435 0.061 2.874
63.460 -0.205 2.899
63.485 -0.338 2.923
63.510 -0.583 2.996
63.535 -0.716 2.947
63.560 -0.938 2.874
63.585 -1.138 2.826
63.610 -1.337 2.729
63.635 -1.448 2.704
63.660 -1.670 2.607
63.685 -1.826 2.486
63.710 -1.981 2.316
63.735 -2.048 2.145
63.760 -2.181 2.024
63.785 -2.225 1.805
63.810 -2.359 1.635
63.835 -2.403 1.441
63.860 -2.447 1.271
63.885 -2.492 1.052
63.910 -2.492 0.930
63.935 -2.492 0.687
63.960 -2.447 0.517
63.985 -2.425 0.274
64.010 -2.359 0.104
64.035 -2.270 -0.041
64.060 -2.159 -0.163
64.085 -2.070 -0.357
64.110 -1.959 -0.455
64.135 -1.781 -0.649
64.160 -1.715 -0.698
64.185 -1.493 -0.843
64.210 -1.426 -0.941
64.235 -1.249 -1.013
64.260 -1.027 -1.013
64.285 -0.827 -1.062
64.310 -0.649 -1.013
64.335 -0.427 -1.013
64.360 -0.294 -0.941
64.385 -0.116 -0.868
64.410 0.017 -0.770
64.435 0.150 -0.649
64.460 0.328 -0.527
64.485 0.527 -0.430
64.510 0.638 -0.212
64.535 0.727 -0.139
64.560 0.794 0.056
64.585 0.905 0.250
64.610 1.038 0.445
64.635 1.105 0.687
64.660 1.082 0.955
64.685 1.171 1.101
64.710 1.149 1.344
64.735 1.127 1.514
64.760 1.105 1.732
64.785 1.082 1.951
64.810 1.016 2.194
64.835 0.905 2.316
64.860 0.794 2.510
64.885 0.683 2.656
64.910 0.550 2.802
64.935 0.416 2.923
64.960 0.217 3.045
64.985 0.083 3.093
65.010 -0.072 3.239
65.035 -0.250 3.239
65.060 -0.427 3.288
65.085 -0.538 3.336
65.110 -0.782 3.312
65.135 -0.938 3.263
65.160 -1.071 3.263
65.185 -1.226 3.045
65.210 -1.360 2.996
65.235 -1.493 2.874
65.260 -1.626 2.802
65.285 -1.737 2.631
65.310 -1.892 2.461
65.335 -2.003 2.218
65.360 -2.114 2.073
65.385 -2.181 1.854
65.410 -2.270 1.635
65.435 -2.248 1.368
65.460 -2.314 1.173
65.485 -2.359 1.003
65.510 -2.381 0.712
65.535 -2.336 0.493
65.560 -2.292 0.250
65.585 -2.203 0.007
65.610 -2.159 -0.139
65.635 -2.048 -0.382
65.660 -1.959 -0.527
65.685 -1.804 -0.795
65.710 -1.759 -0.819
65.735 -1.648 -1.013
65.760 -1.493 -1.135
65.785 -1.337 -1.184
65.810 -1.160 -1.232
65.835 -1.049 -1.305
65.860 -0.893 -1.329
65.885 -0.694 -1.305
65.910 -0.494 -1.354
65.935 -0.338 -1.256
65.960 -0.227 -1.232
65.985 -0.072 -1.159
66.010 0.083 -1.013
66.035 0.239 -0.916
66.060 0.328 -0.746
66.085 0.416 -0.600
66.110 0.550 -0.309
66.135 0.683 -0.187
66.160 0.749 0.056
66.185 0.860 0.250
66.210 0.860 0.542
66.235 0.905 0.760
66.260 0.971 1.052
66.285 0.949 1.246
66.310 0.971 1.514
66.335 0.949 1.732
66.360 0.883 1.951
66.385 0.816 2.218
66.410 0.705 2.437
66.435 0.683 2.656
66.460 0.594 2.826
66.485 0.439 2.923
66.510 0.328 3.117
66.535 0.150 3.288
66.560 0.039 3.433
66.585 -0.072 3.506
66.610 -0.227 3.579
66.635 -0.383 3.603
66.660 -0.538 3.579
66.685 -0.694 3.628
66.710 -0.871 3.652
66.735 -0.982 3.531
66.760 -1.115 3.506
66.785 -1.271 3.312
66.810 -1.382 3.190
66.835 -1.493 3.045
66.860 -1.648 2.874
66.885 -1.759 2.704
66.910 -1.848 2.510
66.935 -1.937 2.340
66.960 -1.981 2.097
66.985 -2.070 1.781
67.010 -2.070 1.538
67.035 -2.114 1.319
67.060 -2.137 1.076
67.085 -2.092 0.785
67.110 -2.114 0.517
67.135 -2.070 0.274
67.160 -2.026 0.031
67.185 -2.026 -0.284
67.210 -1.959 -0.479
67.235 -1.848 -0.698
67.260 -1.737 -0.892
67.285 -1.604 -1.038
67.310 -1.515 -1.208
67.335 -1.404 -1.378
67.360 -1.271 -1.499
67.385 -1.115 -1.524
67.410 -0.982 -1.572
67.435 -0.849 -1.670
67.460 -0.716 -1.597
67.485 -0.583 -1.621
67.510 -0.427 -1.548
67.535 -0.272 -1.524
67.560 -0.183 -1.378
67.585 -0.072 -1.329
67.610 0.039 -1.208
67.635 0.194 -1.038
67.660 0.261 -0.843
67.685 0.461 -0.649
67.710 0.527 -0.406
67.735 0.616 -0.187
67.760 0.638 0.104
67.785 0.683 0.323
67.810 0.749 0.590
67.835 0.705 0.833
67.860 0.683 1.173
67.885 0.705 1.441
67.910 0.683 1.732
67.935 0.661 1.902
67.960 0.572 2.218
67.985 0.616 2.486
68.010 0.483 2.753
68.035 0.439 2.923
68.060 0.283 3.093
68.085 0.217 3.361
68.110 0.017 3.458
68.135 -0.028 3.603
68.160 -0.183 3.701
68.185 -0.272 3.846
68.210 -0.383 3.871
68.235 -0.472 3.944
68.260 -0.694 3.895
68.285 -0.760 3.846
68.310 -0.960 3.822
68.335 -1.004 3.725
68.360 -1.204 3.579
68.385 -1.293 3.458
68.410 -1.448 3.361
68.435 -1.493 3.142
68.460 -1.582 2.947
68.485 -1.648 2.704
68.510 -1.759 2.534
68.535 -1.804 2.194
68.560 -1.848 1.975
68.585 -1.848 1.635
68.610 -1.892 1.441
68.635 -1.937 1.101
68.660 -1.915 0.809
68.685 -1.892 0.493
68.710 -1.892 0.226
68.735 -1.826 0.007
68.760 -1.781 -0.260
68.785 -1.737 -0.600
68.810 -1.693 -0.770
68.835 -1.626 -1.013
68.860 -1.537 -1.159
68.885 -1.382 -1.354
68.910 -1.293 -1.475
68.935 -1.138 -1.621
68.960 -1.093 -1.791
68.985 -1.004 -1.888
69.010 -0.849 -1.840
69.035 -0.716 -1.961
69.060 -0.627 -1.913
69.085 -0.538 -1.888
69.110 -0.361 -1.840
69.135 -0.250 -1.694
69.160 -0.161 -1.524
69.185 -0.050 -1.402
69.210 0.017 -1.184
69.235 0.150 -1.062
69.260 0.261 -0.819
69.285 0.305 -0.625
69.310 0.394 -0.333
69.335 0.394 -0.114
69.360 0.483 0.201
69.385 0.550 0.493
69.410 0.527 0.809
69.435 0.527 1.101
69.460 0.550 1.441
69.485 0.550 1.708
69.510 0.461 2.000
69.535 0.394 2.243
69.560 0.372 2.534
69.585 0.283 2.777
69.610 0.217 3.069
69.635 0.172 3.288
69.660 0.083 3.458
69.685 -0.005 3.628
69.710 -0.072 3.774
69.735 -0.183 3.895
69.760 -0.361 3.992
69.785 -0.427 4.138
69.810 -0.538 4.090
69.835 -0.627 4.114
69.860 -0.694 4.065
69.885 -0.827 3.992
69.910 -0.960 3.968
69.935 -1.049 3.895
69.960 -1.138 3.798
69.985 -1.204 3.603
70.010 -1.337 3.385
70.035 -1.404 3.166
70.060 -1.471 2.923
70.085 -1.493 2.631
70.110 -1.604 2.364
70.135 -1.626 2.073
70.160 -1.670 1.854
70.185 -1.693 1.611
70.210 -1.693 1.271
70.235 -1.737 0.882
70.260 -1.715 0.615
70.285 -1.693 0.299
70.310 -1.648 -0.017
70.335 -1.537 -0.309
70.360 -1.604 -0.625
70.385 -1.515 -0.843
70.410 -1.471 -1.086
70.435 -1.337 -1.305
70.460 -1.226 -1.475
70.485 -1.204 -1.718
70.510 -1.115 -1.864
70.535 -1.027 -1.913
70.560 -0.938 -2.034
70.585 -0.827 -2.058
70.610 -0.716 -2.131
70.635 -0.583 -2.107
70.660 -0.516 -2.083
70.685 -0.427 -2.034
70.710 -0.361 -1.937
70.735 -0.205 -1.791
70.760 -0.139 -1.645
70.785 -0.116 -1.451
70.810 -0.050 -1.256
70.835 0.061 -1.013
70.860 0.106 -0.722
70.885 0.128 -0.503
70.910 0.194 -0.260
70.935 0.261 0.080
70.960 0.239 0.347
70.985 0.239 0.687
71.010 0.217 1.028
71.035 0.283 1.344
71.060 0.283 1.659
71.085 0.239 1.975
71.110 0.194 2.218
71.135 0.150 2.534
71.160 0.128 2.826
71.185 0.061 3.069
71.210 -0.005 3.336
71.235 -0.050 3.531
71.260 -0.139 3.701
71.285 -0.205 3.846
71.310 -0.294 4.065
71.335 -0.361 4.162
71.360 -0.405 4.235
71.385 -0.494 4.332
71.410 -0.605 4.308
71.435 -0.671 4.284
71.460 -0.805 4.211
71.485 -0.871 4.162
71.510 -1.004 4.017
71.535 -1.049 3.919
71.560 -1.049 3.798
71.585 -1.138 3.579
71.610 -1.160 3.361
71.635 -1.226 3.117
71.660 -1.315 2.874
71.685 -1.315 2.607
71.710 -1.315 2.291
71.735 -1.360 2.000
71.760 -1.404 1.659
71.785 -1.404 1.319
71.810 -1.448 1.003
71.835 -1.493 0.687
71.860 -1.448 0.372
71.885 -1.448 0.056
71.910 -1.315 -0.260
71.935 -1.360 -0.552
71.960 -1.337 -0.843
71.985 -1.293 -1.062
72.010 -1.204 -1.354
72.035 -1.138 -1.524
72.060 -1.071 -1.767
72.085 -1.049 -1.913
72.110 -0.960 -2.083
72.135 -0.827 -2.083
72.160 -0.760 -2.228
72.185 -0.738 -2.301
72.210 -0.694 -2.326
72.235 -0.627 -2.277
72.260 -0.560 -2.228
72.285 -0.427 -2.107
72.310 -0.383 -2.034
72.335 -0.316 -1.864
72.360 -0.272 -1.718
72.385 -0.205 -1.524
72.410 -0.139 -1.256
72.435 -0.094 -0.941
72.460 -0.050 -0.673
72.485 -0.116 -0.357
72.510 -0.050 -0.090
72.535 -0.050 0.226
72.560 -0.005 0.542
72.585 -0.028 0.930
72.610 0.039 1.198
72.635 -0.050 1.489
72.660 -0.005 1.902
72.685 -0.050 2.218
72.710 -0.050 2.510
72.735 -0.161 2.826
72.760 -0.116 3.093
72.785 -0.116 3.361
72.810 -0.227 3.579
72.835 -0.316 3.749
72.860 -0.338 3.919
72.885 -0.383 4.090
72.910 -0.405 4.235
72.935 -0.449 4.381
72.960 -0.494 4.357
72.985 -0.605 4.454
73.010 -0.671 4.430
73.035 -0.694 4.454
73.060 -0.738 4.284
73.085 -0.849 4.235
73.110 -0.916 4.065
73.135 -0.982 3.944
73.160 -1.027 3.725
73.185 -1.093 3.531
73.210 -1.093 3.239
73.235 -1.071 3.020
73.260 -1.093 2.729
73.285 -1.138 2.486
73.310 -1.160 2.097
73.335 -1.182 1.830
73.360 -1.204 1.416
73.385 -1.138 1.149
73.410 -1.182 0.785
73.435 -1.160 0.445
73.460 -1.138 0.080
73.485 -1.182 -0.212
73.510 -1.071 -0.552
73.535 -1.049 -0.795
73.560 -1.071 -1.135
73.585 -1.027 -1.378
73.610 -1.004 -1.597
73.635 -0.982 -1.767
73.660 -0.893 -1.985
73.685 -0.827 -2.034
73.710 -0.782 -2.228
73.735 -0.782 -2.350
73.760 -0.649 -2.399
73.785 -0.671 -2.350
73.810 -0.627 -2.350
73.835 -0.605 -2.350
73.860 -0.516 -2.204
73.885 -0.449 -2.083
73.910 -0.472 -1.961
73.935 -0.472 -1.791
73.960 -0.405 -1.572
73.985 -0.383 -1.329
74.010 -0.250 -1.111
74.035 -0.294 -0.819
74.060 -0.272 -0.552
74.085 -0.250 -0.212
74.110 -0.272 0.129
74.135 -0.250 0.445
74.160 -0.316 0.712
74.185 -0.250 1.101
74.210 -0.205 1.441
74.235 -0.272 1.830
74.260 -0.272 2.097
74.285 -0.294 2.461
74.310 -0.294 2.777
74.335 -0.361 3.045
74.360 -0.383 3.336
74.385 -0.383 3.579
74.410 -0.472 3.798
74.435 -0.472 3.968
74.460 -0.494 4.138
74.485 -0.516 4.235
74.510 -0.472 4.357
74.535 -0.583 4.503
74.560 -0.627 4.503
74.585 -0.627 4.527
74.610 -0.694 4.430
74.635 -0.716 4.430
74.660 -0.716 4.308
74.685 -0.738 4.187
74.710 -0.782 4.065
74.735 -0.805 3.871
74.760 -0.827 3.628
74.785 -0.849 3.433
74.810 -0.938 3.166
74.835 -0.960 2.874
74.860 -0.916 2.534
74.885 -0.960 2.243
74.910 -0.893 1.902
74.935 -0.916 1.635
74.960 -0.938 1.198
74.985 -0.938 0.906
75.010 -0.871 0.542
75.035 -0.916 0.177
75.060 -0.916 -0.187
75.085 -0.938 -0.479
75.110 -0.849 -0.770
75.135 -0.827 -1.038
75.160 -0.805 -1.281
75.185 -0.805 -1.524
75.210 -0.782 -1.767
75.235 -0.760 -1.913
75.260 -0.760 -2.131
75.285 -0.694 -2.277
75.310 -0.671 -2.326
75.335 -0.694 -2.423
75.360 -0.605 -2.423
75.385 -0.671 -2.399
75.410 -0.560 -2.399
75.435 -0.627 -2.277
75.460 -0.583 -2.180
75.485 -0.560 -2.058
75.510 -0.538 -1.888
75.535 -0.605 -1.694
75.560 -0.494 -1.475
75.585 -0.516 -1.159
75.610 -0.516 -0.941
75.635 -0.494 -0.625
75.660 -0.472 -0.284
75.685 -0.494 0.080
75.710 -0.538 0.323
75.735 -0.560 0.687
75.760 -0.560 1.003
75.785 -0.516 1.344
75.810 -0.494 1.684
75.835 -0.605 2.024
75.860 -0.560 2.413
75.885 -0.583 2.753
75.910 -0.583 2.947
75.935 -0.560 3.263
75.960 -0.605 3.482
75.985 -0.627 3.774
76.010 -0.671 3.944
76.035 -0.583 4.114
76.060 -0.605 4.211
76.085 -0.583 4.430
76.110 -0.605 4.527
76.135 -0.671 4.551
76.160 -0.671 4.527
76.185 -0.627 4.527
76.210 -0.694 4.478
76.235 -0.738 4.405
76.260 -0.694 4.235
76.285 -0.694 4.090
76.310 -0.694 3.895
76.335 -0.694 3.725
76.360 -0.716 3.458
76.385 -0.694 3.215
76.410 -0.671 2.972
76.435 -0.716 2.680
76.460 -0.671 2.316
76.485 -0.671 2.048
76.510 -0.649 1.659
76.535 -0.716 1.344
76.560 -0.671 0.930
76.585 -0.671 0.639
76.610 -0.649 0.323
76.635 -0.694 0.007
76.660 -0.605 -0.333
76.685 -0.671 -0.673
76.710 -0.649 -0.989
76.735 -0.694 -1.232
76.760 -0.605 -1.475
76.785 -0.605 -1.694
76.810 -0.583 -1.913
76.835 -0.649 -2.058
76.860 -0.627 -2.228
76.885 -0.649 -2.301
76.910 -0.605 -2.350
76.935 -0.649 -2.374
76.960 -0.605 -2.374
76.985 -0.694 -2.350
77.010 -0.671 -2.350
77.035 -0.716 -2.204
77.060 -0.671 -2.083
77.085 -0.716 -1.937
77.110 -0.671 -1.742
77.135 -0.716 -1.451
77.160 -0.738 -1.281
77.185 -0.738 -1.038
77.210 -0.738 -0.698
77.235 -0.760 -0.503
77.260 -0.716 -0.114
77.285 -0.738 0.250
77.310 -0.760 0.566
77.335 -0.782 0.906
77.360 -0.805 1.222
77.385 -0.782 1.635
77.410 -0.760 1.951
77.435 -0.827 2.340
77.460 -0.805 2.631
77.485 -0.760 2.923
77.510 -0.738 3.190
77.535 -0.782 3.433
77.560 -0.738 3.603
77.585 -0.738 3.919
77.610 -0.716 4.065
77.635 -0.738 4.211
77.660 -0.738 4.260
77.685 -0.649 4.430
77.710 -0.716 4.454
77.735 -0.649 4.503
77.760 -0.605 4.503
77.785 -0.671 4.478
77.810 -0.583 4.357
77.835 -0.583 4.284
77.860 -0.583 4.065
77.885 -0.538 3.919
77.910 -0.516 3.749
77.935 -0.538 3.555
77.960 -0.472 3.288
77.985 -0.472 3.045
78.010 -0.449 2.704
78.035 -0.427 2.461
78.060 -0.383 2.097
78.085 -0.494 1.781
78.110 -0.405 1.441
78.135 -0.427 1.076
78.160 -0.405 0.663
78.185 -0.405 0.372
78.210 -0.405 0.031
78.235 -0.427 -0.284
78.260 -0.383 -0.576
78.285 -0.449 -0.843
78.310 -0.449 -1.135
78.335 -0.449 -1.354
78.360 -0.449 -1.597
78.385 -0.472 -1.694
78.410 -0.516 -1.913
78.435 -0.538 -2.034
78.460 -0.583 -2.228
78.485 -0.627 -2.253
78.510 -0.627 -2.326
78.535 -0.649 -2.350
78.560 -0.694 -2.374
78.585 -0.782 -2.277
78.610 -0.738 -2.204
78.635 -0.827 -2.034
78.660 -0.827 -1.937
78.685 -0.849 -1.694
78.710 -0.871 -1.572
78.735 -0.938 -1.329
78.760 -0.916 -1.135
78.785 -0.938 -0.770
78.810 -0.938 -0.455
78.835 -1.049 -0.163
78.860 -1.027 0.104
78.885 -1.027 0.469
78.910 -1.027 0.785
78.935 -1.071 1.149
78.960 -1.027 1.514
78.985 -1.049 1.830
79.010 -1.027 2.145
79.035 -1.004 2.510
79.060 -0.982 2.753
79.085 -1.004 3.045
79.110 -0.916 3.336
79.135 -0.960 3.531
79.160 -0.871 3.774
79.185 -0.893 3.944
79.210 -0.782 4.090
79.235 -0.805 4.235
79.260 -0.716 4.308
79.285 -0.694 4.357
79.310 -0.671 4.357
79.335 -0.627 4.405
79.360 -0.560 4.357
79.385 -0.538 4.357
79.410 -0.449 4.211
79.435 -0.494 4.138
79.460 -0.405 3.968
79.485 -0.338 3.749
79.510 -0.272 3.531
79.535 -0.294 3.288
79.560 -0.227 2.972
79.585 -0.272 2.680
79.610 -0.205 2.486
79.635 -0.183 2.170
79.660 -0.116 1.830
79.685 -0.183 1.489
79.710 -0.139 1.173
79.735 -0.205 0.809
79.760 -0.161 0.469
79.785 -0.183 0.201
79.810 -0.183 -0.114
79.835 -0.227 -0.430
79.860 -0.183 -0.746
79.885 -0.227 -0.989
79.910 -0.272 -1.256
79.935 -0.338 -1.451
79.960 -0.338 -1.645
79.985 -0.361 -1.791
80.010 -0.383 -1.937
80.035 -0.449 -2.034
80.060 -0.538 -2.204
80.085 -0.583 -2.204
80.110 -0.627 -2.253
80.135 -0.716 -2.204
80.160 -0.716 -2.180
80.185 -0.827 -2.010
80.210 -0.916 -1.985
80.235 -0.982 -1.840
80.260 -1.027 -1.670
80.285 -1.049 -1.475
80.310 -1.093 -1.354
80.335 -1.160 -0.989
80.360 -1.138 -0.770
80.385 -1.160 -0.527
80.410 -1.182 -0.212
80.435 -1.249 0.104
80.460 -1.226 0.469
80.485 -1.293 0.712
80.510 -1.249 1.028
